Aas	[aːs]		死肉；腐肉〈n.〉
Stockwerk	[ʃtɔkvəʁk]		地板；楼层；底部〈n.〉
Stoff	[ʃtɔf]		材料；情节〈n.m.〉
Stoffe	[ʃtɔfə]		流溢；面红；旺盛〈n.〉
Stopfen	[ʃtɔpfən]		织补物〈n.〉
Stoß	[ʃtoːs]		冲击；冲突；影响〈n.m.〉
Strafe	[ʃtʁaːfə]		惩罚〈n.f.〉
Straftat	[ʃtʁaftaːt]		犯罪；罪行；罪恶〈n.f.〉
Strafzettel	[ʃtʁaft͡sətəl]		罚单；违规停车罚单〈n.m.〉
Strahlen	[ʃtʁaːlən]		横梁；杆；光线〈n.〉
Strahlung	[ʃtʁaːlʊnk]		辐射；放射〈n.f.〉
Strand	[ʃtʁant]		海滩〈n.m.〉
Strang	[ʃtʁank]		股；绳；串〈n.m.〉
Strategie	[ʃtʁaːtəɡiː]		策略〈n.f.〉
Straße	[ʃtʁaːsə]		街道〈n.f.〉
Straßenrand	[ʃtʁaːsənʁant]		路旁；路边〈n.m.〉
Streben	[ʃtʁeːbən]		努力；斗争〈n.〉
Streber	[ʃtʁeːbɐ]		苦读；辛苦工作〈n.m.〉
Strecke	[ʃtʁɛkə]		路段〈n.f.〉
Strecken	[ʃtʁɛkən]		伸展；张开；连绵〈n.〉
Streich	[ʃtʁaɪç]		恶作剧〈n.m.〉
Streichholz	[ʃtʁaɪçhɔlt͡s]		比赛；火柴〈n.〉
Streife	[ʃtʁaɪfə]		巡逻；巡逻员；侦察队〈n.f.〉
Streifen	[ʃtʁaɪfən]		条纹；巡逻〈n.m.〉
Streifenwagen	[ʃtʁaɪfənvaɡən]		警察巡逻车〈n.m.〉
Streik	[ʃtʁaɪk]		罢工；打击；殴打；打〈n.m.〉
Streit	[ʃtʁaɪt]		争吵〈n.m.〉
Strenge	[ʃtʁɛnɡə]		严格；严密；严重〈n.f.〉
Stress	[ʃtʁɛs]		压力〈n.m.〉
Streuner	[ʃtʁɔʏnɐ]		迷失者〈n.m.〉
Strich	[ʃtʁiːç]		谷粒；颗粒；谷类〈n.m.〉
Stroh	[ʃtʁoː]		稻草；麦管；吸管〈n.〉
Strohhalm	[ʃtʁoːhalm]		稻草；麦管；吸管〈n.m.〉
Strom	[ʃtʁoːm]		电流；河流〈n.m.〉
Stromausfall	[ʃtʁoːmaʊsfal]		力；体力；力量〈n.m.〉
Strudel	[ʃtʁuːdəl]		旋涡；旋风；涡流；涡旋〈n.m.〉
Struktur	[ʃtʁʊktuːɐ]		结构；构造〈n.f.〉
Strömung	[ʃtʁøːmʊnk]		水流；气流；思潮；潮流〈n.f.〉
Strümpfe	[ʃtʁʏmpfə]		尼龙长袜〈n.〉
Student	[ʃtuːdɛnt]		综合性大学里的大学生〈n.m.〉
Studenten	[ʃtuːdɛntən]		睡衣；法衣〈n.〉
Studie	[ʃtuːdiː]		研究〈n.f.〉
Studio	[ʃtuːdɪɔ]		工作室〈n.〉
Studium	[ʃtuːdiʊm]		大学学业〈n.〉
Stufe	[ʃtuːfə]		阶梯；等级〈n.f.〉
Stuhl	[ʃtuːl]		椅子〈n.m.〉
Stumme	[ʃtʊmə]		哑巴；哑人〈n.〉
Stunde	[ʃtʊndə]		小时〈n.f.〉
Sturm	[ʃtʊʁm]		风暴〈n.m.〉
Sturz	[ʃtʊʁt͡s]		种植者；农作物〈n.m.〉
Ständer	[ʃtɛndɐ]		柱子；栋梁；台柱〈n.m.〉
Stärke	[ʃtɛʁkə]		力量；强度〈n.f.〉
Stör	[ʃtøːɐ]		鲟鱼〈n.m.〉
Störung	[ʃtøːʁʊnk]		打扰；故障〈n.f.〉
Störungen	[ʃtøːʁʊnɡən]		干扰；人为干扰〈n.〉
Stück	[ʃtʏk]		块；件〈n.〉
Stückchen	[ʃtʏkçən]		碎片；残余物；些微〈n.〉
Stütze	[ʃtʏt͡sə]		支柱；支持者；倚靠人〈n.f.〉
Stützpunkt	[ʃtʏt͡spʊnkt]		底部；垒；基础〈n.m.〉
Subjekt	[zʊbjəkt]		科目；主题；臣民〈n.〉
Substanz	[zʊbstant͡s]		物质；实质；主旨〈n.f.〉
Suchtrupp	[zʊxtʁʊp]		搜索队〈n.m.〉
Sultan	[zʊltaːn]		苏丹〈n.m.〉
Sultanin	[zʊltaniːn]		无核小葡萄干〈n.f.〉
Summe	[zʊmə]		总和〈n.f.〉
Summer	[zʊmɐ]		嗡嗡作声的东西；蜂音器；蜂鸣器；磨轮〈n.m.〉
Sumpf	[zʊmpf]		沼泽〈n.m.〉
Superintendent	[zuːpəʁɪntəndənt]		院长；学院院长〈n.m.〉
Supermarkt	[zuːpəʁmaʁkt]		超市〈n.m.〉
Superstar	[zuːpəʁstaːɐ]		超级明星〈n.m.〉
Suppe	[zʊpə]		汤〈n.f.〉
Surfen	[zʊʁfən]		冲浪运动〈n.〉
Surren	[zʊʁən]		嗡嗡声；哼声〈n.〉
Sushi	[zʊshɪ]		寿司〈n.〉
Symbol	[zʏmboːl]		象征〈n.〉
Symptom	[zʏmptoːm]		症状〈n.〉
Syndikat	[zʏndiːkaːt]		企业联合；辛迪加〈n.〉
Syphilis	[zʏfiːlɪs]		梅毒〈n.f.〉
Syrien	[zʏʁiːn]		叙利亚〈n.〉
System	[zʏstəm]		系统〈n.〉
Szenario	[st͡seːnaʁɪɔ]		剧本提纲；情节；剧本〈n.〉
Szene	[st͡seːnə]		场景〈n.f.〉
Säge	[zɛːɡə]		锯子；谚语；锯；锯开〈n.f.〉
Sänger	[zɛnɡɐ]		歌手〈n.m.〉
Sängerin	[zɛnɡəʁiːn]		女歌手；女诗人〈n.f.〉
Säufer	[zɔʏfɐ]		痛饮者〈n.m.〉
Säule	[zɔʏlə]		专栏；圆柱；纵队〈n.f.〉
Säure	[zɔʏʁə]		酸；酸类物质；尖刻〈n.f.〉
Söhnchen	[zøːnçən]		宝贝；小家伙〈n.〉
Söldner	[zœldnɐ]		雇佣兵〈n.m.〉
Südafrika	[zyːdafʁɪka]		南非〈n.〉
Südamerika	[zyːdaməʁɪka]		南美〈n.〉
Süden	[zyːdən]		南方〈n.m.〉
Sünde	[zʏndə]		罪孽〈n.f.〉
Sünden	[zʏndən]		邪恶；罪恶；祸害〈n.〉
Sündenbock	[zʏndənbɔk]		替罪羔羊；替人顶罪者；替身；替罪羊〈n.m.〉
Sünder	[zʏndɐ]		罪人；不知礼仪的人；无赖〈n.m.〉
Süßigkeit	[zyːsɪɡkaɪt]		甜食〈n.f.〉
Süßigkeiten	[zyːsɪɡkaɪtən]		糖果；甜食〈n.〉
T-Shirt	[t-shɪʁt]		T恤〈n.〉
Tabak	[taːbaːk]		烟草；香烟〈n.m.〉
Tablett	[tablət]		浅盘；托盘〈n.〉
Tabu	[taːbʊ]		禁忌；禁止接近〈n.〉
Taco	[takɔ]		墨西哥煎玉米卷；墨西哥人〈n.〉
Tafel	[taːfəl]		板；黑板〈n.f.〉
Tag	[taːk]		天；日子〈n.m.〉
Tagebuch	[taːɡəbuːx]		日记〈n.〉
Tagesanbruch	[taːɡəzanbʁuːx]		黎明〈n.m.〉
Tageslicht	[taːɡəslɪçt]		白昼〈n.〉
Tagesordnung	[taːɡəzɔʁdnʊnk]		议程〈n.f.〉
Taille	[taɪlə]		腰部；腰〈n.f.〉
Taiwan	[taɪvaːn]		台湾〈n.〉
Takt	[takt]		条；棒；酒吧〈n.m.〉
Taktik	[taktiːk]		战术；策略；策略手段〈n.f.〉
Tal	[taːl]		山谷；溪谷；流域〈n.〉
Talent	[taːlənt]		天赋〈n.〉
Talisman	[taːlɪsmaːn]		护身符；驱邪物；法宝〈n.m.〉
Tango	[tanɡɔ]		探戈舞〈n.m.〉
Tankstelle	[tankstələ]		加油站〈n.f.〉
Tante	[tantə]		姑姑；阿姨〈n.f.〉
Tanz	[tant͡s]		舞蹈〈n.m.〉
Tanzfläche	[tant͡sflɛçə]		舞池〈n.f.〉
Tanzmusik	[tant͡smʊziːk]		舞曲〈n.f.〉
Tapferkeit	[tapfəʁkaɪt]		勇敢〈n.f.〉
Tarnung	[taʁnʊnk]		伪装〈n.f.〉
Tarzan	[taʁt͡saːn]		健壮、灵活的男子〈n.〉
Tasche	[taʃə]		包；口袋〈n.f.〉
Taschen	[taʃən]		掌上型；手持型〈n.〉
Taschengeld	[taʃənɡəlt]		零用钱〈n.〉
Taschenlampe	[taʃənlampə]		口袋；钱袋；钱〈n.f.〉
Taschentuch	[taʃəntuːx]		手帕；头巾；围巾〈n.〉
Tasse	[tasə]		杯子〈n.f.〉
Tat	[taːt]		行为〈n.f.〉
Tatort	[taːtɔʁt]		案发现场〈n.m.〉
Tatsache	[tatzaxə]		事实〈n.f.〉
Tatsachen	[tatzaxən]		现状；现实；事实〈n.〉
Tatwaffe	[tatvafə]		武器；兵器；武装〈n.f.〉
Tau	[taʊ]		露珠〈n.m.〉
Taube	[taʊbə]		鸽子；聋人〈n.〉
Taucher	[taʊxɐ]		潜水者〈n.m.〉
Taufe	[taʊfə]		浸礼；洗礼〈n.f.〉
Taufen	[taʊfən]		施洗；受洗礼〈n.〉
Tausch	[taʊʃ]		交换；交换局；交换机〈n.m.〉
Taverne	[taːfəʁnə]		酒馆；客栈〈n.f.〉
Taxi	[taksɪ]		出租车〈n.〉
Taxifahrer	[taksɪfaːʁɐ]		出租车司机；的士司机〈n.m.〉
Team	[tɛaːm]		团队〈n.〉
Technik	[tɛçniːk]		技术〈n.f.〉
Techniker	[tɛçnɪkɐ]		工程师；工兵；设计；监造〈n.m.〉
Technologie	[tɛçnɔlɔɡiː]		技术〈n.f.〉
Tee	[teː]		茶〈n.m.〉
Teenager	[teːnaɡɐ]		青少年〈n.m.〉
Teich	[taɪç]		池塘〈n.m.〉
Teil	[taɪl]		部分〈n.m.〉
Teilnahme	[taɪlnaːmə]		参与；分享；参股〈n.f.〉
Teilnehmer	[taɪlneːmɐ]		参加者；参与者；选手〈n.m.〉
Telefon	[teːləfoːn]		电话〈n.〉
Telefonbuch	[teːləfɔnbuːx]		电话〈n.〉
Telefonnummer	[teːləfɔnʊmɐ]		电话号码〈n.f.〉
Telefonzelle	[teːləfɔnt͡sələ]		电话〈n.f.〉
Telegramm	[teːləɡʁam]		电报〈n.〉
Teller	[tɛlɐ]		盘子〈n.m.〉
Tempel	[tɛmpəl]		寺庙〈n.m.〉
Temperament	[tɛmpəʁamənt]		硬度；脾气；心情〈n.〉
Temperatur	[tɛmpəʁatuːɐ]		温度〈n.f.〉
Tempo	[tɛmpɔ]		修剪；夹子；回形针〈n.〉
Tennessee	[tɛnəseː]		田纳西州〈n.m.〉
Tennis	[tɛnɪs]		网球〈n.〉
Teppich	[tɛpiːç]		地毯〈n.m.〉
Tequila	[tɛkvɪla]		蒸馏酒；龙舌兰酒〈n.m.〉
Termin	[tɛʁmiːn]		预约〈n.m.〉
Terminal	[tɛʁmɪnaːl]		终端机；终点；末端〈n.〉
Terminkalender	[tɛʁmɪnkaləndɐ]		约会；委任的职位；委派；任命〈n.m.〉
Terrasse	[tɛʁasə]		阶地；梯田；房屋之平顶〈n.f.〉
Territorium	[tɛʁɪtɔʁɪuːm]		领土；领地；版图〈n.〉
Terrorismus	[tɛʁɔʁɪsmʊs]		恐怖主义；恐怖统治；恐怖状态；胁迫〈n.m.〉
Terrorist	[tɛʁɔʁɪst]		恐怖分子〈n.m.〉
Test	[tɛst]		测试〈n.m.〉
Testament	[tɛstamənt]		遗嘱〈n.〉
Teufel	[tɔʏfəl]		魔鬼〈n.m.〉
Text	[tɛkst]		文本〈n.m.〉
Thai	[taɪ]		泰国人；泰语〈n.〉
Thailand	[taɪlant]		泰国〈n.〉
Theater	[tɛatɐ]		剧院〈n.〉
Theaterstück	[tɛatəʁstʏk]		阶段；舞台；场所〈n.〉
Theke	[teːkə]		计算器；计算者；柜台〈n.f.〉
Thema	[teːma]		主题〈n.〉
Themen	[teːmən]		主题；课题；议题（复数）〈n.〉
Theorie	[tɛɔʁiː]		理论〈n.f.〉
Therapeut	[teːʁapɔʏt]		治疗师〈n.m.〉
Therapie	[teːʁapiː]		治疗〈n.f.〉
These	[teːzə]		论题；论文〈n.f.〉
Thing	[tɪnk]		事物；东西；物〈n.〉
Thron	[tʁoːn]		王座〈n.m.〉
Thunfisch	[tʊnfɪʃ]		金枪鱼；金枪鱼肉〈n.m.〉
Ticken	[tɪkən]		滴答声；一瞬间；壁虱〈n.〉
Ticket	[tɪkət]		票〈n.〉
Tiefe	[tiːfə]		深度〈n.f.〉
Tiefpunkt	[tiːfpʊnkt]		最无趣的部分；最差的部分〈n.m.〉
Tier	[tiːɐ]		动物〈n.〉
Tierarzt	[tiːʁaʁt͡st]		兽医的；兽医〈n.m.〉
Tierheim	[tiːʁhaɪm]		动物〈n.〉
Tiffany	[tɪfanʏ]		丝纱罗〈n.〉
Tiger	[tiːɡɐ]		老虎〈n.m.〉
Timing	[tiːmɪnk]		时机〈n.〉
Tin	[tiːn]		六孔小笛；六孔哨〈n.〉
Tipp	[tɪp]		提示〈n.m.〉
Tippen	[tɪpən]		打字；键入〈n.〉
Tisch	[tɪʃ]		桌子〈n.m.〉
Titan	[tiːtaːn]		提坦；太阳神；巨人〈n.m.〉
Titel	[tiːtəl]		标题〈n.m.〉
Titelmusik	[tiːtəlmʊziːk]		主题音乐〈n.f.〉
Titus	[tiːtʊs]		提图斯；<<提多书>>〈n.〉
Toast	[tɔast]		吐司〈n.m.〉
Toaster	[tɔastɐ]		烤面包器；烤面包炉；祝酒人〈n.m.〉
Tochter	[tɔxtɐ]		女儿〈n.f.〉
Tod	[toːt]		死亡〈n.m.〉
Todesfall	[toːdəsfal]		死亡〈n.m.〉
Todesstrafe	[toːdəstʁafə]		死刑〈n.f.〉
Todesursache	[toːdəzʊʁzaxə]		死因〈n.f.〉
Toilette	[tɔɪlətə]		厕所〈n.f.〉
Toiletten	[tɔɪlətən]		厕所；洗手间（复数）〈n.〉
Toilettenpapier	[tɔɪlətənpapiːɐ]		卫生纸；草纸〈n.〉
Tokyo	[toːkʏɔ]		东京〈n.〉
Toleranz	[toːləʁant͡s]		宽容；忍受；容忍〈n.f.〉
Tollwut	[tɔlvuːt]		狂犬病；咬病〈n.f.〉
Ton	[toːn]		声音；色调〈n.m.〉
Tonband	[tɔnbant]		录音磁带〈n.〉
Tonic	[toːniːk]		汤力水；滋补饮料〈n.〉
Tonne	[tɔnə]		吨；大桶〈n.f.〉
Topf	[tɔpf]		盆；罐；壶〈n.m.〉
Tor	[toːɐ]		球门；大门〈n.〉
Tornado	[tɔʁnadɔ]		旋风；龙卷风；大雷雨〈n.m.〉
Toronto	[toːʁɔntɔ]		多伦多〈n.〉
Torpedo	[tɔʁpədɔ]		鱼雷；水雷〈n.〉
Torte	[tɔʁtə]		蛋糕〈n.f.〉
Totale	[toːtalə]		胡乱的猜测；远景〈n.f.〉
Totes	[toːtəs]		死海〈n.〉
Toto	[toːtɔ]		提；负；携带〈n.〉
Totschlag	[tɔt͡ʃlaːk]		杀人；过失杀人罪〈n.m.〉
Touchdown	[tɔʊxdɔvn]		触地；触地得分；着地〈n.m.〉
Tour	[tɔuːɐ]		旅行〈n.f.〉
Tournee	[tɔʊʁneː]		旅游；观光旅行；任期；旅行〈n.f.〉
Trab	[tʁaːp]		策马小跑〈n.m.〉
Tradition	[tʁaːdɪt͡sjoːn]		传统〈n.f.〉
Traditionen	[tʁaːdɪt͡sjoːnən]		民俗〈n.〉
Tragödie	[tʁaːɡœdiː]		悲剧〈n.f.〉
Trailer	[tʁaɪlɐ]		追踪者；拖车〈n.m.〉
Trainer	[tʁaɪnɐ]		教练〈n.m.〉
Training	[tʁaɪnɪnk]		训练〈n.〉
Traktor	[tʁaktoːɐ]		牵引器；拖拉机；拉纸器；进纸器〈n.m.〉
Trance	[tʁankə]		昏睡状态；恍惚〈n.f.〉
Trank	[tʁank]		药水〈n.m.〉
Transfer	[tʁansfɐ]		贸易；商业；交易〈n.m.〉
Transport	[tʁanspɔʁt]		运输〈n.m.〉
Transporter	[tʁanspɔʁtɐ]		厢式货车〈n.m.〉
Trau	[tʁaʊ]		我；电流；中断；指令〈n.〉
Trauer	[tʁaʊɐ]		悲伤；哀惜；不幸〈n.f.〉
Trauerfeier	[tʁaʊəʁfaɪɐ]		葬礼；出殡〈n.f.〉
Trauern	[tʁaʊɐn]		哀痛；居丧；举哀〈n.〉
Traum	[tʁaʊm]		梦〈n.m.〉
Trauma	[tʁaʊma]		外伤；损伤；创伤〈n.〉
Traurigkeit	[tʁaʊʁɪɡkaɪt]		悲伤〈n.f.〉
Trauzeuge	[tʁaʊt͡sɔʏɡə]		证人；目击者；证据〈n.m.〉
Treffer	[tʁɛfɐ]		命中〈n.m.〉
Treffpunkt	[tʁɛfpʊnkt]		会场；聚会地点〈n.m.〉
Treib	[tʁaɪp]		驱使；推动；漂移〈n.〉
Treibstoff	[tʁaɪbstɔf]		燃料〈n.m.〉
Trennung	[tʁɛnʊnk]		分离〈n.f.〉
Treppe	[tʁɛpə]		楼梯〈n.f.〉
Treppenhaus	[tʁɛpənhaʊs]		楼梯；梯子〈n.〉
Tresor	[tʁeːzoːɐ]		保险箱〈n.m.〉
Tresorraum	[tʁeːzɔʁaʊm]		金库〈n.m.〉
Treue	[tʁɔʏə]		忠诚〈n.f.〉
Tribut	[tʁiːbuːt]		贡物；礼物；颂辞〈n.m.〉
Trick	[tʁɪk]		把戏〈n.m.〉
Tricks	[tʁɪks]		诡计；骗人的把戏；圈套〈n.〉
Trieb	[tʁiːp]		驱力；冲动；芽；枝条〈n.m.〉
Trinkgeld	[tʁɪnkɡəlt]		小费〈n.〉
Trip	[tʁiːp]		旅行；绊倒；摔倒〈n.m.〉
Triumph	[tʁɪʊmf]		凯旋；胜利；欢欣；得胜〈n.m.〉
Trockner	[tʁɔknɐ]		干衣机；干燥剂；催干剂〈n.m.〉
Troll	[tʁɔl]		滚动；参加轮唱〈n.m.〉
Trommel	[tʁɔməl]		鼓；鼓声；击鼓〈n.f.〉
Trost	[tʁɔst]		安慰〈n.m.〉
Trottel	[tʁɔtəl]		傻瓜〈n.m.〉
Truhe	[tʁuːə]		保险箱〈n.f.〉
Trunkenheit	[tʁʊnkənhaɪt]		醉态；醉酒〈n.f.〉
Trupp	[tʁʊp]		特鲁普〈n.m.〉
Truppe	[tʁʊpə]		部队〈n.f.〉
Truthahn	[tʁʊtaːn]		火鸡〈n.m.〉
Träger	[tʁɛːɡɐ]		运送者；邮递员；带菌者；载波〈n.m.〉
Träne	[tʁɛːnə]		眼泪〈n.f.〉
Tränengas	[tʁɛːnənɡas]		催泪瓦斯；催泪气〈n.〉
Träumer	[tʁɔʏmɐ]		做梦的人；梦想者〈n.m.〉
Trübsal	[tʁʏbzaːl]		伤心；忧愁；悲痛〈n.m.〉
Trümmer	[tʁʏmɐ]		碎片；残骸；碎屑〈n.〉
Tuch	[tuːx]		布料；织品；布〈n.〉
Tugend	[tuːɡənt]		德行；美德；优点〈n.f.〉
Tumor	[tuːmoːɐ]		肿瘤〈n.m.〉
Tunnel	[tʊnəl]		隧道〈n.m.〉
Turbo	[tʊʁbɔ]		涡轮增压器〈n.〉
Turbulenzen	[tʊʁbʊlənt͡sən]		空气；旋律；态度；晾〈n.〉
Turm	[tʊʁm]		塔〈n.m.〉
Turnhalle	[tʊʁnhalə]		健身房；体育馆；健身室〈n.f.〉
Turnier	[tʊʁniːɐ]		比赛；竞赛；锦标赛〈n.〉
Tussi	[tʊsɪ]		母牛；母兽；威胁〈n.f.〉
Typ	[tʏp]		类型；家伙〈n.m.〉
Tyrann	[tʏʁan]		暴君；专制君主；压制他人者〈n.m.〉
Tyrannei	[tʏʁanaɪ]		专制；暴政；苛政〈n.f.〉
Tänzer	[tɛnt͡sɐ]		舞蹈演员；跳舞者〈n.m.〉
Täter	[tɛːtɐ]		罪犯〈n.m.〉
Tätigkeit	[tɛːtɪɡkaɪt]		活动；行动；活跃〈n.f.〉
Tätowierung	[tɛːtɔviːʁʊnk]		归营号；连续有节奏的敲击；文身〈n.f.〉
Täuschung	[tɔʏʃʊnk]		欺骗；欺瞒；轻松地消磨〈n.f.〉
Törtchen	[tœʁtçən]		小果馅饼〈n.〉
Tötung	[tøːtʊnk]		杀害；杀戮；致死〈n.f.〉
Tür	[tyːɐ]		门〈n.f.〉
Türkei	[tʏʁkaɪ]		火鸡；无用的家伙；土耳其〈n.f.〉
Türklingel	[tʏʁklɪnɡəl]		门铃〈n.f.〉
Tüte	[tyːtə]		纸袋〈n.f.〉
U-Bahn	[ʊ-baːn]		地铁〈n.f.〉
U-Boot	[ʊ-boːt]		潜艇〈n.〉
USA	[uːza]		美国〈n.〉
Ufer	[uːfɐ]		岸〈n.〉
Ufo	[uːfɔ]		不明飞行物；飞碟〈n.〉
Uhr	[uːɐ]		钟点；钟表〈n.f.〉
Uhrzeit	[uːʁt͡saɪt]		时间；时侯；时机〈n.f.〉
Ukraine	[ʊkʁaɪnə]		乌克兰〈国名〉〈n.f.〉
Ultimatum	[ʊltɪmatuːm]		最后通牒；哀的美敦书〈n.〉
Ultraschall	[ʊltʁaʃal]		超声波〈n.m.〉
Umarmung	[uːmaʁmʊnk]		紧抱；拥抱；坚持〈n.f.〉
Umfang	[ʊmfank]		圆周；周缘；胸围〈n.m.〉
Umfeld	[ʊmfəlt]		周围；社会环境；环境〈n.〉
Umgang	[ʊmɡank]		交往；交流；交际；往来〈n.m.〉
Umgebung	[ʊmɡəbʊnk]		环境〈n.f.〉
Umhang	[ʊmhank]		斗蓬；大氅；掩护；遮掩〈n.m.〉
Umkreis	[ʊmkʁaɪs]		外接圆〈n.m.〉
Umlauf	[ʊmlaʊf]		流通；循环；发行量；环流〈n.m.〉
Umlaufbahn	[ʊmlaʊfbaːn]		轨道；常轨〈n.f.〉
Umleiten	[ʊmlaɪtən]		改道；转发（umleiten 变化形式）〈n.〉
Umschlag	[ʊmʃlaːk]		信封〈n.m.〉
Umsetzen	[ʊmzət͡sən]		实施；执行；转换〈n.〉
Umstand	[ʊmstant]		情况〈n.m.〉
Umweg	[ʊmvək]		绕路；迂回；绕道〈n.m.〉
Umwelt	[ʊmvəlt]		环境；外界；围绕〈n.f.〉
Unabhängige	[uːnabhɛnɡɪɡə]		独立候选人；无党派人士〈n.〉
Unabhängigkeit	[uːnabhɛnɡɪɡkaɪt]		独立；自立；自主；自主性〈n.f.〉
Unbekannter	[ʊnbəkantɐ]		陌生人；无名氏〈n.〉
Unentschieden	[uːnənt͡ʃiːdən]		带子；线；鞋带〈n.〉
Unfall	[ʊnfal]		事故〈n.m.〉
Unfug	[ʊnfuːk]		损害；伤害；灾祸〈n.m.〉
Ungarn	[ʊnɡaʁn]		匈牙利〈n.〉
Ungeheuer	[ʊnɡeːɔʏɐ]		怪物〈n.〉
Ungerechtigkeit	[ʊnɡəʁəçtɪɡkaɪt]		不公平〈n.f.〉
Ungeziefer	[ʊnɡət͡siːfɐ]		熏制；熏烟〈n.〉
Unglück	[ʊnɡlʏk]		不幸〈n.〉
Unglückliche	[ʊnɡlʏklɪçə]		不幸者；可怜人〈n.〉
Unheil	[ʊnhaɪl]		灾难；不幸事件〈n.〉
Unheimliche	[ʊnhaɪmlɪçə]		命运；不可思议；离奇〈n.〉
Uni	[uːnɪ]		大学（口语）〈n.f.〉
Uniform	[uːnɪfɔʁm]		制服〈n.f.〉
Union	[uːnɪoːn]		联盟；联合；结合〈n.f.〉
Universität	[uːnɪfəʁzɪtɛːt]		大学〈n.f.〉
Universum	[uːnɪfəʁzuːm]		宇宙〈n.〉
Unmengen	[ʊnmənɡən]		许多；大量〈n.〉
Uno	[uːnɔ]		联合国组织〈n.〉
Unordnung	[uːnɔʁdnʊnk]		杂乱；混乱；扰乱；使失调〈n.f.〉
Unrecht	[ʊnʁəçt]		错误〈n.〉
Unruhe	[ʊnʁuːə]		不安的状态；动荡的局面；不安〈n.f.〉
Unruhen	[ʊnʁuːən]		不安的状态；动荡的局面；不安〈n.〉
Unschuld	[ʊnʃʊlt]		无辜〈n.f.〉
Unschuldige	[ʊnʃʊldɪɡə]		无辜者；清白的人〈n.〉
Unsicherheit	[ʊnzɪçəʁhaɪt]		不确定；不可靠〈n.f.〉
Unsinn	[ʊnzɪn]		胡说〈n.m.〉
Unsterblichkeit	[ʊnstəʁblɪçkaɪt]		不朽；不灭的声望〈n.f.〉
Unterbrechung	[ʊntəʁbʁəçʊnk]		打扰；中断；障碍物；间断〈n.f.〉
Unterdrückung	[ʊntəʁdʁʏkʊnk]		抑制；压抑；制止〈n.f.〉
Untergang	[ʊntəʁɡank]		崩；薨；死亡；让渡〈n.m.〉
Untergrund	[ʊntəʁɡʁʊnt]		底土；下层土〈n.m.〉
Unterhalt	[ʊntəʁhalt]		维持；维修费；养护费〈n.m.〉
Unterhaltung	[ʊntəʁhaltʊnk]		娱乐；谈话〈n.f.〉
Unterhose	[ʊntəʁhɔzə]		裤子；长裤；短衬裤〈n.f.〉
Unterkunft	[ʊntəʁkʊnft]		膳宿；预订铺位；适应性调节〈n.f.〉
Unterlage	[ʊntəʁlaɡə]		文件〈n.f.〉
Unterlagen	[ʊntəʁlaɡən]		文件；官方文件；票证；证券〈n.〉
Unternehmer	[ʊntəʁneːmɐ]		路；道路；公路〈n.m.〉
Unteroffizier	[ʊntəʁɔfɪt͡siːɐ]		警察小队长；军士〈n.m.〉
Unterricht	[ʊntəʁɪçt]		课程〈n.m.〉
Unterschied	[ʊntəʁʃiːt]		区别〈n.m.〉
Unterschlupf	[ʊntəʁʃlʊpf]		隐匿处；潜伏处；退隐处〈n.m.〉
Unterschrift	[ʊntəʁʃʁɪft]		签字；识别标志；调号；签名附件〈n.f.〉
Unterstützung	[ʊntəʁstʏt͡sʊnk]		支持〈n.f.〉
Untersuchung	[ʊntəʁzʊxʊnk]		调查〈n.f.〉
Untertauchen	[ʊntəʁtaʊxən]		下沉；下潜；淹没〈n.〉
Untertitelung	[ʊntəʁtɪtəlʊnk]		字幕〈n.f.〉
Unterwelt	[ʊntəʁvəlt]		黑社会；强盗世界〈n.〉
Unterwäsche	[ʊntəʁvɛʃə]		内衣〈n.f.〉
Untreue	[ʊntʁɔʏə]		裂口；违背；破坏〈n.f.〉
Unzucht	[ʊnt͡sʊxt]		通奸；乱伦；非法性交〈n.f.〉
Urgroßvater	[ʊʁɡʁɔsfatɐ]		曾祖父〈n.m.〉
Urin	[uːʁiːn]		小便；尿〈n.m.〉
Urkunde	[ʊʁkʊndə]		文件；公文；文档；证明〈n.f.〉
Urlaub	[ʊʁlaʊp]		假期〈n.m.〉
Urne	[ʊʁnə]		瓮；缸；坟墓〈n.f.〉
Ursache	[ʊʁzaxə]		原因〈n.f.〉
Ursprung	[ʊʁspʁʊnk]		发生；起源；创世记；生殖〈n.m.〉
Urteil	[ʊʁtaɪl]		判决〈n.〉
Urteilsvermögen	[ʊʁtaɪlsfəʁmœɡən]		胜任；职称；能力〈n.〉
Utah	[uːtaː]		犹他〈n.〉
Valentinstag	[faːləntɪnstaːk]		情人节〈n.m.〉
Vampir	[fampiːɐ]		吸血鬼〈n.m.〉
Vanille	[faːnɪlə]		香草；香子兰〈n.f.〉
Vase	[faːzə]		花瓶；瓶〈n.f.〉
Vater	[faːtɐ]		父亲〈n.m.〉
Vaterland	[faːtəʁlant]		祖国〈n.〉
Vati	[faːtɪ]		爸爸〈n.m.〉
Vatikan	[faːtɪkaːn]		梵蒂冈；罗马教廷〈n.m.〉
Vegetarier	[feːɡətaʁiːɐ]		素食者〈n.m.〉
Veilchen	[faɪlçən]		紫罗兰；蓝紫色；紫罗兰色〈n.〉
Venedig	[feːnədɪç]		威尼斯〈n.〉
Venezuela	[feːnət͡sʊəla]		委内瑞拉〈n.〉
