abaisser	[abese]		降低；放下〈v.〉
laisser	[lese]		让；留下；听任〈v.〉
laissez-passer	[lɛsepase]		通行证〈n.m.〉
lait	[lɛ]		奶；牛奶〈n.m.〉
laitue	[lety]		莴苣；生菜〈n.f.〉
lambeau	[lɑ̃bo]		碎块；破布条〈n.m.〉
lame	[lam]		刀刃；刀片〈n.f.〉
lamentable	[lamɑ̃tabl]		悲惨的；糟糕透顶的〈adj.〉
lamenter	[lamɑ̃te]		哀叹；悲叹〈v.〉
lampe	[lɑ̃p]		电灯；灯〈n.f.〉
lance	[lɑ̃s]		长矛〈n.f.〉
lancement	[lɑ̃səmɑ̃]		发射；推出；启动〈n.m.〉
lancer	[lɑ̃se]		投掷；发起〈v.〉
lanceur	[lɑ̃sœʁ]		发射器；投掷者〈n.m.〉
langage	[lɑ̃gaʒ]		语言；用语〈n.m.〉
langouste	[lɑ̃gust]		岩龙虾；龙虾〈n.f.〉
langue	[lɑ̃g]		语言；舌头〈n.f.〉
languir	[lɑ̃giʁ]		憔悴；苦苦盼望〈v.〉
lanterne	[lɑ̃tɛʁn]		灯笼；提灯〈n.f.〉
lapin	[lapɛ̃]		兔子〈n.m.〉
laquelle	[lakɛl]		哪一个（阴性）〈pron.〉
lard	[laʁ]		培根；肥肉〈n.m.〉
large	[laʁʒ]		宽的；宽大的〈adj.〉
largement	[laʁʒəmɑ̃]		宽裕地；在很大程度上〈adv.〉
larguer	[laʁge]		投下；甩掉（口语）〈v.〉
larme	[laʁm]		眼泪〈n.f.〉
larve	[laʁv]		幼虫；蛆〈n.f.〉
las	[la]		厌倦的（书面）〈adj.〉
laser	[lazɛʁ]		激光〈n.m.〉
lasser	[lase]		使厌倦；使疲惫〈v.〉
latin	[latɛ̃]		拉丁语；拉丁的〈n.m.〉
laurier	[loʁje]		月桂；桂冠〈n.m.〉
lavabo	[lavabo]		洗手池；盥洗盆〈n.m.〉
lavage	[lavaʒ]		清洗；洗涤〈n.m.〉
lave	[lav]		熔岩〈n.f.〉
laver	[lave]		洗；清洗〈v.〉
laverie	[lavəʁi]		自助洗衣店〈n.f.〉
le	[lə]		定冠词；他（宾格）〈art.〉
leader	[lidœʁ]		领袖；领先者〈n.m.〉
lecteur	[lɛktœʁ]		读者；播放器；读卡器〈n.m.〉
lecture	[lɛktyʁ]		阅读〈n.f.〉
lendemain	[lɑ̃dəmɛ̃]		次日；第二天〈n.m.〉
lent	[lɑ̃]		慢的；缓慢的〈adj.〉
lentement	[lɑ̃təmɑ̃]		慢慢地〈adv.〉
lentille	[lɑ̃tij]		扁豆；镜片〈n.f.〉
lequel	[ləkɛl]		哪一个〈pron.〉
les	[le]		定冠词（复数）；他们（宾格）〈art.〉
lesbien	[lɛzbjɛ̃]		女同性恋的〈adj.〉
lesquelles	[lɛkɛl]		哪些（阴性复数）〈pron.〉
lesquels	[lɛkɛl]		哪些（阳性复数）〈pron.〉
lessive	[lesiv]		洗衣粉；洗衣〈n.f.〉
lettre	[lɛtʁ]		信；字母〈n.f.〉
leur	[lœʁ]		他们的；（间接宾语）〈pron.〉
leurre	[lœʁ]		诱饵；假象〈n.m.〉
leurs	[lœʁ]		他们的（复数）〈adj.〉
lever	[ləve]		举起；抬起；升起〈v.〉
levier	[ləvje]		杠杆；手段〈n.m.〉
leçon	[ləsɔ̃]		课；教训〈n.f.〉
liaison	[ljɛzɔ̃]		联系；联络〈n.f.〉
liberté	[libɛʁte]		自由〈n.f.〉
librairie	[libʁeʁi]		书店〈n.f.〉
libre	[libʁ]		自由的；空闲的〈adj.〉
librement	[libʁəmɑ̃]		自由地；无拘束地〈adv.〉
libéral	[libeʁal]		自由的；自由派的〈adj.〉
libération	[libeʁasjɔ̃]		解放〈n.f.〉
libérer	[libeʁe]		释放；解放〈v.〉
libéré	[libeʁe]		获释的；解脱的〈adj.〉
licence	[lisɑ̃s]		执照；学士学位〈n.f.〉
licenciement	[lisɑ̃simɑ̃]		解雇〈n.m.〉
licencier	[lisɑ̃sje]		解雇；裁员〈v.〉
lien	[ljɛ̃]		联系；纽带；链接〈n.m.〉
lier	[lje]		捆绑；连接；联系〈v.〉
lieu	[ljø]		地点；场所〈n.m.〉
lieutenant	[ljøtənɑ̃]		中尉〈n.m.〉
light	[lajt]		低脂的；清淡的〈adj.〉
ligne	[liɲ]		线；行列〈n.f.〉
lignée	[liɲe]		血统；世系〈n.f.〉
ligoter	[ligote]		捆绑；束缚〈v.〉
ligue	[lig]		联盟；联赛〈n.f.〉
lilas	[lila]		丁香花〈n.m.〉
limace	[limas]		蛞蝓〈n.f.〉
limite	[limit]		界限；极限〈n.f.〉
limiter	[limite]		限制；限定〈v.〉
limité	[limite]		有限的〈adj.〉
limonade	[limonad]		柠檬水〈n.f.〉
limpide	[lɛ̃pid]		清澈的；清晰的〈adj.〉
lin	[lɛ̃]		亚麻〈n.m.〉
linge	[lɛ̃ʒ]		衣物；内衣〈n.m.〉
lingerie	[lɛ̃ʒəʁi]		内衣；内衣店〈n.f.〉
lion	[ljɔ̃]		狮子〈n.m.〉
liqueur	[likœʁ]		利口酒〈n.f.〉
liquide	[likid]		液体；液态的〈n.m.〉
liquider	[likide]		清算；了结；处理掉〈v.〉
lire	[liʁ]		读；阅读〈v.〉
lisse	[lis]		光滑的；平滑的〈adj.〉
liste	[list]		清单；名单〈n.f.〉
lit	[li]		床；床位〈n.m.〉
litre	[litʁ]		升（容量单位）〈n.〉
littéraire	[liteʁɛʁ]		文学的〈adj.〉
littéralement	[liteʁaləmɑ̃]		字面上地；简直〈adv.〉
littérature	[liteʁatyʁ]		文学〈n.f.〉
live	[liv]		现场的；实况的（借词）〈adj.〉
livraison	[livʁɛzɔ̃]		送货；交货〈n.f.〉
livre	[livʁ]		书；本子〈n.〉
livrer	[livʁe]		递送；交付〈v.〉
livret	[livʁɛ]		小册子；存折〈n.m.〉
livreur	[livʁœʁ]		送货员〈n.m.〉
lièvre	[ljɛvʁ]		野兔〈n.m.〉
lié	[lje]		有关的；相连的〈adj.〉
lobe	[lɔb]		（脑）叶；耳垂〈n.m.〉
local	[lokal]		当地的；场所〈adj.〉
localiser	[lokalize]		定位；确定位置〈v.〉
locataire	[lokatɛʁ]		房客；承租人〈n.〉
location	[lokasjɔ̃]		出租；租借〈n.f.〉
locomotive	[lokomotiv]		火车头〈n.f.〉
loge	[lɔʒ]		更衣室；包厢；门房〈n.f.〉
logement	[lɔʒəmɑ̃]		住房；住所〈n.m.〉
loger	[loʒe]		住宿；安置〈v.〉
logiciel	[loʒisjɛl]		软件〈n.m.〉
logique	[loʒik]		合逻辑的；合理的〈adj.〉
loi	[lwa]		法律〈n.f.〉
loin	[lwɛ̃]		远；远处〈adv.〉
lointain	[lwɛ̃tɛ̃]		遥远的；久远的〈adj.〉
loisir	[lwaziʁ]		消遣；休闲活动〈n.m.〉
long	[lɔ̃]		长的；长久的〈adj.〉
longer	[lɔ̃ʒe]		沿…而行〈v.〉
longtemps	[lɔ̃tɑ̃]		很久；长时间〈adv.〉
longuement	[lɔ̃gəmɑ̃]		长久地；冗长地〈adv.〉
longueur	[lɔ̃gœʁ]		长度；冗长〈n.f.〉
look	[luk]		造型；打扮〈n.m.〉
loque	[lɔk]		破布；烂衫；疲惫不堪的人〈n.f.〉
lors	[lɔʁ]		在…期间（书面）〈adv.〉
lorsque	[lɔʁskə]		当…时（书面）〈conj.〉
lot	[lo]		一批；一份；奖品〈n.m.〉
loterie	[lɔtəʁi]		彩票；碰运气的事〈n.f.〉
loto	[loto]		乐透；彩票游戏〈n.m.〉
louange	[lwɑ̃ʒ]		赞美；颂扬〈n.f.〉
louche	[luʃ]		可疑的〈adj.〉
louer	[lwe]		租；租借〈v.〉
loup	[lu]		狼（动物）〈n.m.〉
loup-garou	[lugaʁu]		狼人〈n.m.〉
louper	[lupe]		错过；搞砸（口语）〈v.〉
lourd	[luʁ]		重的；沉重的〈adj.〉
loutre	[lutʁ]		水獭〈n.f.〉
lover	[love]		蜷缩；盘绕〈v.〉
loyal	[lwajal]		忠诚的；正直的〈adj.〉
loyauté	[lwajote]		忠诚；诚实〈n.f.〉
loyer	[lwaje]		房租〈n.m.〉
lubie	[lybi]		怪念头；一时兴致〈n.f.〉
lucide	[lysid]		清醒的；明智的〈adj.〉
lueur	[lɥœʁ]		微光；闪光〈n.f.〉
lugubre	[lygybʁ]		阴森的；凄凉的〈adj.〉
lui	[lɥi]		他；她（间接宾语）〈pron.〉
lui-même	[lɥimɛm]		他自己；他本人〈pron.〉
luire	[lɥiʁ]		发光；闪耀〈v.〉
lumineux	[lyminø]		明亮的；光明的〈adj.〉
lumière	[lymjɛʁ]		光；灯光；光线〈n.f.〉
lunaire	[lynɛʁ]		月亮的；恍惚的〈adj.〉
lundi	[lœ̃di]		星期一〈n.m.〉
lune	[lyn]		月亮〈n.f.〉
lunette	[lynɛt]		眼镜（常用复数）；镜片〈n.f.〉
lustre	[lystʁ]		吊灯；五年〈n.m.〉
lutte	[lyt]		斗争；搏斗〈n.f.〉
lutter	[lyte]		斗争；搏斗〈v.〉
luxe	[lyks]		奢华；奢侈品〈n.m.〉
luxueux	[lyksɥø]		豪华的；奢华的〈adj.〉
lycée	[lise]		高中〈n.m.〉
lycéen	[liseɛ̃]		高中生〈n.m.〉
lys	[lis]		百合花〈n.m.〉
là	[la]		那里；那儿〈adv.〉
là-bas	[laba]		在那边〈adv.〉
là-dedans	[ladədɑ̃]		在那里面；其中〈adv.〉
là-dessous	[ladəsu]		在那下面；在其中〈adv.〉
là-dessus	[ladəsy]		在这点上；于是〈adv.〉
là-haut	[lao]		在上面；高处〈adv.〉
lâche	[laʃ]		懦夫；胆小鬼〈n.〉
lâcher	[laʃe]		松开；放开〈v.〉
lâcheté	[laʃəte]		怯懦；卑鄙〈n.f.〉
lèvre	[lɛvʁ]		嘴唇〈n.f.〉
lécher	[leʃe]		舔〈v.〉
légal	[legal]		合法的〈adj.〉
légalement	[legaləmɑ̃]		合法地〈adv.〉
légalité	[legalite]		合法性〈n.f.〉
légendaire	[leʒɑ̃dɛʁ]		传奇的；传说中的〈adj.〉
légende	[leʒɑ̃d]		传说；图例〈n.f.〉
léger	[leʒe]		轻的；轻微的〈adj.〉
légion	[leʒjɔ̃]		军团；大批〈n.f.〉
légiste	[leʒist]		法医〈n.〉
légitime	[leʒitim]		正当的；合法的〈adj.〉
léguer	[lege]		遗赠；传给〈v.〉
légume	[legym]		蔬菜〈n.m.〉
légèrement	[leʒɛʁəmɑ̃]		轻微地；稍微〈adv.〉
léopard	[leopaʁ]		豹〈n.m.〉
lésion	[lezjɔ̃]		损伤；病变〈n.f.〉
lézard	[lezaʁ]		蜥蜴〈n.m.〉
ma	[ma]		我的（阴性）〈adj.〉
macabre	[makabʁ]		阴森可怖的；与死亡相关的〈adj.〉
macaroni	[makaʁoni]		通心粉〈n.m.〉
machette	[maʃɛt]		砍刀〈n.f.〉
machin	[maʃɛ̃]		玩意儿；东西（口语）〈n.m.〉
machine	[maʃin]		机器〈n.f.〉
macho	[matʃo]		大男子主义的；大男子汉〈n.m.〉
madame	[madam]		夫人；女士〈n.f.〉
mademoiselle	[madəmwazɛl]		小姐〈n.f.〉
maestro	[maɛstʁo]		大师；名指挥〈n.m.〉
mafia	[mafja]		黑手党；黑帮〈n.f.〉
magasin	[magazɛ̃]		商店〈n.m.〉
magazine	[magazin]		杂志〈n.m.〉
magicien	[maʒisjɛ̃]		魔术师；魔法师〈n.m.〉
magie	[maʒi]		魔法；魔术〈n.f.〉
magique	[maʒik]		有魔力的；神奇的〈adj.〉
magistrat	[maʒistʁa]		法官；司法官〈n.m.〉
magner	[maɲe]		赶紧；加快（口语）〈v.〉
magnifique	[maɲifik]		壮丽的；极好的〈adj.〉
magnétique	[maɲetik]		磁性的；有魅力的〈adj.〉
magot	[mago]		窖藏钱财；私蓄〈n.m.〉
magouille	[maguj]		私下勾当；鬼把戏（口语）〈n.f.〉
mai	[mɛ]		五月〈n.〉
maigre	[mɛgʁ]		瘦的；贫乏的〈adj.〉
maigrir	[megʁiʁ]		变瘦；消瘦〈v.〉
mail	[mɛjl]		电子邮件〈n.m.〉
maillot	[majo]		运动衫；泳衣〈n.m.〉
main	[mɛ̃]		手（身体部位）〈n.〉
maintenance	[mɛ̃tənɑ̃s]		维护；保养〈n.f.〉
maintenant	[mɛ̃tənɑ̃]		现在〈adv.〉
maintenir	[mɛ̃təniʁ]		维持；保持〈v.〉
maintes	[mɛ̃t]		许多的（书面语）〈adj.〉
maire	[mɛʁ]		市长〈n.m.〉
mairie	[meʁi]		市政厅〈n.f.〉
mais	[mɛ]		但是〈conj.〉
maison	[mɛzɔ̃]		房子；家〈n.〉
majesté	[maʒɛste]		威严；陛下〈n.f.〉
majeur	[maʒœʁ]		主要的；重大的；成年的〈adj.〉
major	[maʒɔʁ]		军士长；第一名〈n.〉
majordome	[maʒoʁdɔm]		管家〈n.m.〉
majorité	[maʒoʁite]		大多数；成年〈n.f.〉
mal	[mal]		坏；糟；疼〈adv.〉
malade	[malad]		生病的；患病的〈adj.〉
maladie	[maladi]		疾病〈n.f.〉
maladroit	[maladʁwa]		笨拙的〈adj.〉
malaise	[malɛz]		不适；不安；窘迫〈n.〉
malchance	[malʃɑ̃s]		厄运；不幸〈n.f.〉
malentendu	[malɑ̃tɑ̃dy]		误会；误解〈n.m.〉
malfaiteur	[malfɛtœʁ]		罪犯；歹徒〈n.m.〉
malgré	[malgʁe]		尽管；虽然〈prép.〉
malheur	[malœʁ]		不幸；灾难〈n.m.〉
malheureusement	[maløʁøzəmɑ̃]		不幸地；可惜〈adv.〉
malheureux	[maløʁø]		不幸的；可怜的〈adj.〉
malhonnête	[malonɛt]		不诚实的；无礼的〈adj.〉
malin	[malɛ̃]		机灵的；狡猾的〈adj.〉
malle	[mal]		大箱子；衣箱〈n.f.〉
mallette	[malɛt]		公文包；小提箱〈n.f.〉
malsain	[malsɛ̃]		不健康的；病态的〈adj.〉
maltraiter	[maltʁete]		虐待〈v.〉
malédiction	[malediksjɔ̃]		诅咒〈n.f.〉
maléfique	[malefik]		邪恶的；有害的〈adj.〉
maman	[mamɑ̃]		妈妈〈n.f.〉
mamie	[mami]		奶奶；外婆（昵称）〈n.f.〉
manager	[manadʒœʁ]		经理；经纪人〈n.m.〉
manche	[mɑ̃ʃ]		袖子；柄〈n.〉
manchette	[mɑ̃ʃɛt]		袖口；头条〈n.f.〉
mandat	[mɑ̃da]		委任；汇票；任期〈n.m.〉
manger	[mɑ̃ʒe]		吃；吃饭〈v.〉
mangeur	[mɑ̃ʒœʁ]		吃…的人；食客〈n.m.〉
maniaque	[manjak]		有怪癖者；……迷〈n.〉
manie	[mani]		癖好；怪癖〈n.f.〉
manier	[manje]		使用；操作〈v.〉
manif	[manif]		游行示威（口语）〈n.f.〉
manifestation	[manifɛstasjɔ̃]		示威游行；表现〈n.f.〉
manifestement	[manifɛstəmɑ̃]		显然；明摆着〈adv.〉
manifester	[manifɛste]		显示；表明；示威〈v.〉
manigancer	[manigɑ̃se]		密谋；暗中策划〈v.〉
manipulation	[manipylasjɔ̃]		操纵；摆布〈n.f.〉
manipuler	[manipyle]		操纵；摆弄〈v.〉
manière	[manjɛʁ]		方式；方法；举止〈n.f.〉
mannequin	[manəkɛ̃]		模特；人体模型〈n.〉
manoeuvre	[manœvʁ]		操作；演习；手法〈n.〉
manoir	[manwaʁ]		庄园；宅邸〈n.m.〉
manquant	[mɑ̃kɑ̃]		缺失的；缺少的〈adj.〉
manque	[mɑ̃k]		缺乏；不足〈n.m.〉
manquer	[mɑ̃ke]		错过；想念；缺少〈v.〉
manqué	[mɑ̃ke]		失败的；未遂的〈adj.〉
manteau	[mɑ̃to]		大衣；外套〈n.m.〉
manuel	[manɥɛl]		手册；教材〈n.m.〉
manuscrit	[manyskʁi]		手稿；手抄本〈n.m.〉
manège	[manɛʒ]		骑术场；旋转木马；把戏〈n.m.〉
maquereau	[makəʁo]		鲭鱼；拉皮条者〈n.m.〉
maquette	[makɛt]		模型；设计图〈n.f.〉
maquillage	[makijaʒ]		化妆；化妆品〈n.m.〉
maquiller	[makije]		化妆；给…化妆〈v.〉
marais	[maʁɛ]		沼泽；湿地〈n.m.〉
marbre	[maʁbʁ]		大理石〈n.m.〉
marchand	[maʁʃɑ̃]		商人〈n.m.〉
marchander	[maʁʃɑ̃de]		讨价还价〈v.〉
marchandise	[maʁʃɑ̃diz]		商品；货物〈n.f.〉
marche	[maʁʃ]		步行；步伐；挡位〈n.f.〉
marcher	[maʁʃe]		走；步行；运转〈v.〉
marché	[maʁʃe]		市场；集市〈n.m.〉
mardi	[maʁdi]		星期二〈n.m.〉
mare	[maʁ]		池塘；水洼〈n.f.〉
marge	[maʁʒ]		页边；余地；利润〈n.f.〉
mari	[maʁi]		丈夫〈n.m.〉
mariage	[maʁjaʒ]		结婚；婚礼〈n.m.〉
marier	[maʁje]		结婚；嫁；娶〈v.〉
marijuana	[maʁiʁwana]		大麻〈n.f.〉
marin	[maʁɛ̃]		水手；海员〈n.m.〉
marine	[maʁin]		海的；海军的〈adj.〉
marionnette	[maʁjonɛt]		木偶；提线木偶〈n.f.〉
maritime	[maʁitim]		海事的；近海的〈adj.〉
marié	[maʁje]		新郎；已婚的〈n.m.〉
marmite	[maʁmit]		锅；汤锅〈n.f.〉
marmotte	[maʁmɔt]		土拨鼠；旱獭〈n.f.〉
marocain	[maʁokɛ̃]		摩洛哥的；摩洛哥人〈n.m.〉
marque	[maʁk]		牌子；商标；记号〈n.f.〉
marquer	[maʁke]		做记号；得分〈v.〉
marquis	[maʁki]		侯爵〈n.m.〉
marqué	[maʁke]		明显的；显著的〈adj.〉
marraine	[maʁɛn]		教母；女赞助人〈n.f.〉
marrant	[maʁɑ̃]		好笑的（口语）〈adj.〉
marre	[maʁ]		受够了（口语）〈adv.〉
marrer	[maʁe]		大笑（口语）〈v.〉
marron	[maʁɔ̃]		栗色的；栗子〈adj.〉
mars	[maʁs]		三月〈n.m.〉
marteau	[maʁto]		锤子〈n.m.〉
martial	[maʁsjal]		军事的；好战的〈adj.〉
martyr	[maʁtiʁ]		殉道者；烈士〈n.m.〉
martyre	[maʁtiʁ]		殉道者；酷刑折磨〈n.〉
marécage	[maʁekaʒ]		沼泽〈n.m.〉
maréchal	[maʁeʃal]		元帅〈n.m.〉
marée	[maʁe]		潮汐；海潮〈n.f.〉
mascarade	[maskaʁad]		化装舞会；闹剧〈n.f.〉
mascotte	[maskɔt]		吉祥物〈n.f.〉
masculin	[maskylɛ̃]		男性的；阳性的〈adj.〉
masque	[mask]		面具；口罩〈n.m.〉
masquer	[maske]		遮住；掩饰〈v.〉
masqué	[maske]		戴面具的〈adj.〉
massacre	[masakʁ]		屠杀〈n.m.〉
massacrer	[masakʁe]		屠杀；糟蹋〈v.〉
massage	[masaʒ]		按摩〈n.m.〉
masse	[mas]		块；团；大量〈n.f.〉
masser	[mase]		按摩〈v.〉
massif	[masif]		巨大的；结实的〈adj.〉
master	[mastœʁ]		硕士学位〈n.m.〉
masturber	[mastyʁbe]		手淫〈v.〉
mat	[mat]		将死（棋）〈n.m.〉
match	[matʃ]		比赛〈n.m.〉
matelas	[matəla]		床垫〈n.m.〉
matelot	[matəlo]		水手〈n.m.〉
mater	[mate]		看（口语）；镇压〈v.〉
maternel	[matɛʁnɛl]		母亲的；幼儿园的〈adj.〉
maternité	[matɛʁnite]		产科；母性〈n.f.〉
maths	[mat]		数学（口语）〈n.f.〉
matin	[matɛ̃]		早晨；上午〈n.m.〉
matinal	[matinal]		清晨的；早起的〈adj.〉
matinée	[matine]		上午；早晨时段〈n.f.〉
matière	[matjɛʁ]		材料；物质；科目〈n.f.〉
matos	[matos]		器材；装备（口语）〈n.m.〉
matrice	[matʁis]		矩阵；模子；模板〈n.f.〉
matricule	[matʁikyl]		编号；登记号〈n.〉
maturité	[matyʁite]		成熟〈n.f.〉
matériau	[mateʁjo]		材料；原料〈n.m.〉
matériel	[mateʁjɛl]		器材；设备；物资〈n.m.〉
maudire	[modiʁ]		诅咒〈v.〉
maudit	[modi]		被诅咒的；该死的〈adj.〉
mauvais	[movɛ]		坏的；差的；糟糕的〈adj.〉
mauviette	[movjɛt]		瘦弱的人；胆小鬼（口语）〈n.f.〉
max	[maks]		最大值；极限（口语）〈n.m.〉
maximal	[maksimal]		最大的；最高的〈adj.〉
maximum	[maksimɔm]		最大值；最大限度〈n.m.〉
mayonnaise	[majonɛz]		蛋黄酱〈n.f.〉
maçon	[masɔ̃]		泥瓦匠；石匠〈n.m.〉
maître	[mɛtʁ]		主人；师傅；大师〈n.m.〉
maîtresse	[mɛtʁɛs]		情妇；女教师；女主人〈n.f.〉
maîtrise	[metʁiz]		掌握；控制；硕士〈n.f.〉
maîtriser	[metʁize]		掌握；控制〈v.〉
maïs	[mais]		玉米〈n.m.〉
me	[mə]		我（宾格）〈pron.〉
mec	[mɛk]		家伙；男人（口语）〈n.m.〉
meeting	[mitiŋ]		集会；会议〈n.m.〉
meilleur	[mɛjœʁ]		更好的；最好的〈adj.〉
melon	[məlɔ̃]		甜瓜〈n.m.〉
membre	[mɑ̃bʁ]		成员；会员；肢体〈n.m.〉
menace	[mənas]		威胁〈n.f.〉
menacer	[mənase]		威胁〈v.〉
menaçant	[mənasɑ̃]		威胁的；险恶的〈adj.〉
mendiant	[mɑ̃djɑ̃]		乞丐〈n.m.〉
mendier	[mɑ̃dje]		乞讨〈v.〉
mener	[məne]		带领；引导〈v.〉
meneur	[mənœʁ]		领头人；为首者〈n.m.〉
menotte	[mənɔt]		手铐〈n.f.〉
menotter	[mənote]		给……戴上手铐〈v.〉
mensonge	[mɑ̃sɔ̃ʒ]		谎言〈n.m.〉
mental	[mɑ̃tal]		精神的；心理的〈adj.〉
mentalement	[mɑ̃taləmɑ̃]		在脑中；精神上〈adv.〉
mentalité	[mɑ̃talite]		心态；思维方式〈n.f.〉
menteur	[mɑ̃tœʁ]		说谎的人〈n.m.〉
menthe	[mɑ̃t]		薄荷〈n.f.〉
mention	[mɑ̃sjɔ̃]		提及；注记〈n.f.〉
mentionner	[mɑ̃sjone]		提到；提及〈v.〉
mentir	[mɑ̃tiʁ]		说谎；撒谎〈v.〉
menton	[mɑ̃tɔ̃]		下巴〈n.m.〉
menu	[məny]		菜单；套餐〈n.m.〉
menuisier	[mønɥizje]		木匠；细木工〈n.m.〉
mer	[mɛʁ]		海；大海〈n.f.〉
mercenaire	[mɛʁsənɛʁ]		雇佣兵〈n.〉
merci	[mɛʁsi]		谢谢〈interj.〉
mercredi	[mɛʁkʁədi]		星期三〈n.m.〉
merde	[mɛʁd]		该死（粗话）；讨厌〈interj.〉
merder	[mɛʁde]		出乱子（粗俗）〈v.〉
merdique	[mɛʁdik]		糟透的（粗俗）〈adj.〉
merle	[mɛʁl]		乌鸫（一种鸟）〈n.m.〉
merveille	[mɛʁvɛj]		奇迹；胜景〈n.f.〉
merveilleusement	[mɛʁvɛjøzəmɑ̃]		美妙地；绝妙地〈adv.〉
merveilleux	[mɛʁvɛjø]		美妙的；了不起的〈adj.〉
mes	[me]		我的（复数）〈adj.〉
mesquin	[mɛskɛ̃]		吝啬的；卑劣的〈adj.〉
message	[mesaʒ]		消息；口信〈n.m.〉
messager	[mesaʒe]		信使；使者〈n.m.〉
messe	[mɛs]		弥撒〈n.f.〉
mesure	[məzyʁ]		措施；尺寸；程度〈n.f.〉
mesurer	[məzyʁe]		测量；衡量〈v.〉
mets	[mɛ]		菜肴〈n.m.〉
mettre	[mɛtʁ]		放；穿上〈v.〉
meuble	[mœbl]		家具〈n.m.〉
meuf	[mœf]		女人；女朋友（俚语）〈n.f.〉
meurtre	[mœʁtʁ]		谋杀；凶杀〈n.m.〉
meurtrier	[mœʁtʁije]		凶手；杀人犯〈n.m.〉
meute	[møt]		（狼）群；一伙〈n.f.〉
mexicain	[mɛksikɛ̃]		墨西哥的；墨西哥人〈n.m.〉
mi	[mi]		半；中点（用于复合词）〈n.m.〉
mi-chemin	[miʃəmɛ̃]		中途；半路〈n.m.〉
miam	[mjam]		好吃（尝美食的感叹语）〈interj.〉
miche	[miʃ]		圆面包〈n.f.〉
micro	[mikʁo]		麦克风〈n.〉
micro-ondes	[mikʁoɔ̃d]		微波炉〈n.m.〉
microbe	[mikʁɔb]		微生物；细菌〈n.m.〉
microscope	[mikʁoskɔp]		显微镜〈n.m.〉
midi	[midi]		中午；正午〈n.m.〉
miel	[mjɛl]		蜂蜜〈n.m.〉
mien	[mjɛ̃]		我的（东西）〈pron.〉
mienne	[mjɛn]		我的（所属物）〈pron.〉
miette	[mjɛt]		碎屑；一点〈n.f.〉
mieux	[mjø]		更好〈adv.〉
mignon	[miɲɔ̃]		可爱的；娇小的〈adj.〉
migraine	[migʁɛn]		偏头痛〈n.f.〉
mijoter	[miʒote]		用小火煨；暗中策划〈v.〉
mile	[majl]		英里〈n.m.〉
milice	[milis]		民兵；治安队〈n.f.〉
milieu	[miljø]		中间；中部；环境〈n.m.〉
militaire	[militɛʁ]		军事的；军人〈adj.〉
militant	[militɑ̃]		积极分子；斗士〈n.m.〉
mille	[mil]		千；一千〈adj.〉
milliard	[miljaʁ]		十亿〈n.m.〉
millier	[milje]		约一千；千余〈n.m.〉
millimètre	[milimɛtʁ]		毫米〈n.m.〉
million	[miljɔ̃]		百万〈n.m.〉
millionnaire	[miljonɛʁ]		百万富翁的〈adj.〉
millénaire	[milenɛʁ]		千年的；千年〈n.m.〉
mime	[mim]		哑剧；哑剧演员〈n.m.〉
minable	[minabl]		糟透的；寒碜的（口语）〈adj.〉
mince	[mɛ̃s]		细的；苗条的〈adj.〉
mine	[min]		气色；神态；矿井〈n.f.〉
miner	[mine]		侵蚀；暗中破坏〈v.〉
minet	[minɛ]		猫咪（儿语）；小帅哥〈n.m.〉
mineur	[minœʁ]		未成年人；矿工〈n.m.〉
miniature	[minjatyʁ]		微型画；微型；缩样〈n.f.〉
minimum	[minimɔm]		最小量；最低限度〈n.m.〉
ministre	[ministʁ]		部长；大臣〈n.〉
ministère	[ministɛʁ]		部；部委〈n.m.〉
minorité	[minoʁite]		少数；少数派〈n.f.〉
minou	[minu]		猫咪（儿语）〈n.m.〉
minuit	[minɥi]		午夜〈n.m.〉
minuscule	[minyskyl]		极小的〈adj.〉
minute	[minyt]		分钟〈n.f.〉
minéral	[mineʁal]		矿物的；含矿物质的〈adj.〉
miracle	[miʁakl]		奇迹〈n.m.〉
miraculeux	[miʁakylø]		奇迹般的〈adj.〉
miroir	[miʁwaʁ]		镜子〈n.m.〉
mise	[miz]		放置；下注；设置〈n.f.〉
miser	[mize]		下注；打赌〈v.〉
miss	[mis]		小姐；选美冠军〈n.f.〉
missile	[misil]		导弹〈n.m.〉
mission	[misjɔ̃]		任务；使命〈n.f.〉
missionnaire	[misjonɛʁ]		传教士〈n.〉
misère	[mizɛʁ]		苦难；贫困〈n.f.〉
misérable	[mizeʁabl]		悲惨的；贫苦的〈adj.〉
miséricorde	[mizeʁikɔʁd]		仁慈；怜悯〈n.f.〉
miséricordieux	[mizeʁikɔʁdjø]		仁慈的；慈悲的〈adj.〉
mitraillette	[mitʁajɛt]		冲锋枪；长棍三明治〈n.f.〉
mitrailleur	[mitʁajœʁ]		机枪手；机枪〈n.m.〉
mixte	[mikst]		混合的；男女混合的〈adj.〉
mobile	[mobil]		动机；手机（口语）〈n.m.〉
mobiliser	[mobilize]		动员；调动〈v.〉
moche	[mɔʃ]		丑的；难看的〈adj.〉
mode	[mɔd]		时尚；流行；方式〈n.〉
modeler	[modəle]		塑造；捏塑〈v.〉
moderne	[modɛʁn]		现代的〈adj.〉
modeste	[modɛst]		谦逊的；微薄的〈adj.〉
modestie	[modɛsti]		谦虚〈n.f.〉
